time [unix s],run ids [],trigger rate [Hz],run duration [s],data duration [s]
1657979501.699,32.0,0.81,7206.634637832642,7199.577826499939
1657986707.596,33.0,1.04,7205.548772096634,7200.108161211014
1657989120.667,34.0,1.02,2412.6241970062256,2406.330664396286
1658002370.696,35.0,0.97,7206.704039573669,7196.847682714462
1658009577.57,36.0,0.86,7206.523952245712,7201.026352643967
1658016784.874,37.0,0.88,7206.818915128708,7200.161908626556
1658023992.811,38.0,0.86,7206.870145320892,7199.029821157455
1658031199.723,39.0,0.8,7206.430583953857,7200.286309957504
1658038405.983,40.0,0.79,7205.939800262451,7197.129580259323
1658045612.823,41.0,0.87,7206.528946638107,7198.489240407944
1658052819.744,42.0,0.92,7206.448483467102,7200.625271081924
1658060026.597,43.0,0.76,7206.54297208786,7200.167934656143
1658067233.007,44.0,0.77,7205.968298912048,7197.186470746994
1658074439.603,45.0,0.79,7206.308650016785,7199.002952098846
1658081646.524,46.0,0.79,7206.481030464172,7200.252129793167
1658088852.662,47.0,0.81,7205.868555307388,7199.760851621628
1658096058.918,48.0,0.77,7205.879340648651,7200.261164665222
1658103265.71,49.0,0.82,7206.407642126083,7200.797660112381
1658110472.631,50.0,0.81,7206.591290712357,7200.263093471527
1658117679.532,51.0,0.8,7206.483658075333,7199.582571983337
1658124885.891,52.0,0.76,7206.094198465347,7200.176029682159
1658132092.677,53.0,0.81,7206.383029699326,7197.713795900345
1658134160.099,54.0,0.9,2067.0496950149536,2061.7775444984436
1658137864.135,55.0,0.38,3703.8551201820374,3698.266042470932
1658164514.883,56.0,0.48,7206.605084657669,7199.9641127586365
1658171723.598,57.0,0.4,7208.287711381912,7197.888425111771
1658178930.789,58.0,0.47,7206.689113616943,7200.897771120071
1658186137.591,59.0,0.44,7206.548347234726,7199.62801194191
1658193344.533,60.0,0.44,7206.4344437122345,7199.628981590271
1658200551.544,61.0,0.5,7206.431207180023,7200.867400169373
1658207757.657,62.0,0.4,7205.869788885117,7200.373855352402
1658213419.098,63.0,0.41,5660.9624717235565,5655.715022802353
1658220625.699,64.0,0.44,7206.353162527084,7200.388984203339
1658222926.558,65.0,0.44,2300.446320772171,2291.513297557831
1658230132.607,66.0,0.41,7205.86922955513,7193.719523429871
1658237339.009,67.0,0.42,7205.958856582642,7200.3198595047
1658244545.928,68.0,0.44,7206.563251495361,7198.284626245499
1658251752.996,69.0,0.44,7206.668438673019,7199.945495843887
1658258959.668,70.0,0.41,7206.3658282756805,7200.051797628403
1658266166.577,71.0,0.44,7206.494920969009,7199.858820676804
1658273372.944,72.0,0.44,7205.894622325897,7200.046142816544
1658280581.02,73.0,0.45,7207.6125020980835,7200.11549448967
1658287787.924,74.0,0.45,7206.3030462265015,7200.246466159821
1658294994.823,75.0,0.43,7206.474555969238,7200.11012673378
1658299520.925,76.0,0.45,4525.527915716171,4519.828417778015
1658306727.63,77.0,0.5,7206.454463005066,7200.8485996723175
1658313936.015,78.0,0.46,7207.883927822113,7199.200349569321
1658316984.583,79.0,0.51,3048.2912414073944,3042.8700280189514
1658324192.92,80.0,0.5,7208.044616222382,7199.016344547272
1658331399.987,81.0,0.57,7206.637643098831,7200.667019367218
1658338606.747,82.0,0.47,7206.393704175949,7199.986053705215
1658345812.581,83.0,0.49,7205.486829996109,7198.7896366119385
1658353018.976,84.0,0.47,7205.861387491226,7198.790972471237
1658360225.792,85.0,0.51,7206.44412112236,7200.155823945999
1658367433.631,86.0,0.53,7207.2425129413605,7199.574402093887
1658374640.532,87.0,0.48,7206.432279825211,7196.009844303131
1658381846.963,88.0,0.48,7205.855131864548,7200.147186040878
1658389053.882,89.0,0.48,7206.538721323013,7200.315106868744
1658396260.892,90.0,0.5,7206.563540220261,7199.895656108856
1658403467.836,91.0,0.49,7206.463593244553,7200.5025980472565
1658410674.756,92.0,0.49,7206.40953540802,7198.042682647705
1658417881.541,93.0,0.49,7206.45668053627,7199.650415897369
1658422469.547,94.0,0.46,4587.435026884079,4581.835694074631
1658429675.867,95.0,0.46,7206.122405052185,7199.689846038818
1658436882.698,96.0,0.46,7206.415416479111,7199.919259548187
1658444090.757,97.0,0.47,7207.589631319046,7199.817766666412
1658451296.996,98.0,0.44,7205.910665035248,7196.190281152725
1658458503.824,99.0,0.5,7206.520710945129,7196.734690666199
1658465710.71,100.0,0.48,7206.3407390117645,7199.864982366562
1658472917.704,101.0,0.48,7206.569716215134,7200.584002733231
1658480124.685,102.0,0.5,7206.618368625641,7199.772377490997
1658487331.008,103.0,0.51,7205.914308309555,7200.101570367813
1658494537.89,104.0,0.49,7206.602744817734,7197.0466384887695
1658501744.918,105.0,0.5,7206.544336080551,7200.062120676041
1658508951.848,106.0,0.48,7206.472408533096,7200.111856222153
1658516158.843,107.0,0.47,7206.4581916332245,7199.997948884964
1658523366.989,108.0,0.49,7207.554205417633,7200.097744703293
1658530573.93,109.0,0.46,7206.586067438126,7200.583310127258
1658537780.74,110.0,0.54,7206.383874177933,7200.007584810257
1658544986.991,111.0,0.47,7205.900726079941,7200.150452136993
1658552193.691,112.0,0.48,7206.374319076538,7199.655084848404
1658559399.909,113.0,0.48,7205.835461139679,7200.300897121429
1658566606.758,114.0,0.49,7206.418471097946,7199.919305801392
1658573812.886,115.0,0.48,7205.847565412521,7199.683156013489
1658581019.67,116.0,0.5,7206.361400127411,7200.1699476242065
1658588226.562,117.0,0.48,7206.512060880661,7199.737360239029
1658595433.579,118.0,0.46,7206.510466098785,7199.081300973892
1658602640.543,119.0,0.48,7206.488443613052,7199.195029973984
1658609846.961,120.0,0.47,7205.903998851776,7199.737893104553
1658617053.853,121.0,0.45,7206.50968337059,7200.28813791275
1658624260.542,122.0,0.44,7206.260469675064,7199.774175643921
1658631466.821,123.0,0.46,7205.789545536041,7199.64462018013
1658638676.0,124.0,0.49,7208.71152806282,7197.122038841248
1658645882.746,125.0,0.51,7206.455991983414,7200.303827285767
1658653088.903,126.0,0.5,7205.866087198257,7199.994345188141
1658660295.607,127.0,0.54,7206.307035446167,7200.557983160019
1658667501.906,128.0,0.51,7205.867622852325,7200.302247047424
1658674708.641,129.0,0.48,7206.35183763504,7199.903592586517
1658681914.902,130.0,0.5,7205.861651182175,7199.896821975708
1658689121.632,131.0,0.49,7206.3424434661865,7200.004935264587
1658696327.892,132.0,0.5,7205.846181631088,7199.4870347976685
1658703534.639,133.0,0.49,7206.3488211631775,7200.491703987122
1658710741.577,134.0,0.48,7206.5222318172455,7200.75439953804
1658717948.649,135.0,0.5,7206.5737500190735,7199.489252090454
1658725156.922,136.0,0.5,7207.882693052292,7199.828854799271
1658732363.711,137.0,0.47,7206.418784856796,7199.942721605301
1658739569.829,138.0,0.44,7205.788355350494,7200.048030138016
1658746777.691,139.0,0.5,7207.331955432892,7199.412273645401
1658753983.833,140.0,0.47,7205.792725324631,7199.897422552109
1658761191.56,141.0,0.46,7207.267399787903,7196.710962057114
1658765291.096,142.0,0.45,4099.055644273758,4090.7544922828674
1658780223.584,143.0,0.52,7206.017933368683,7199.076550483704
1658787429.911,144.0,0.46,7205.868134737015,7199.811494350433
1658794636.934,145.0,0.48,7206.618865966797,7200.110365390778
1658801844.699,146.0,0.48,7207.412642478943,7200.055024147034
1658809052.744,147.0,0.61,7207.680367946625,7200.217708349228
1658816259.799,148.0,0.46,7206.760106801987,7200.03186416626
1658823466.648,149.0,0.5,7206.357672452927,7200.046000003815
1658830674.015,150.0,0.52,7206.972679138184,7199.972229957581
1658837881.652,151.0,0.45,7207.362120628357,7194.894730329514
1658845087.894,152.0,0.45,7205.8554747104645,7199.785620689392
1658852296.557,153.0,0.45,7208.268368959427,7199.955467224121
1658859503.958,154.0,0.45,7206.852304458618,7198.802285671234
1658866710.651,155.0,0.46,7206.362109899521,7199.346490859985
1658873916.884,156.0,0.47,7205.845420122147,7199.164554357529
1658881123.811,157.0,0.49,7206.519304037094,7199.770013093948
1658888330.899,158.0,0.5,7206.6114153862,7200.537353038788
1658895537.644,159.0,0.45,7206.353002309799,7199.326543569565
1658902745.783,160.0,0.45,7207.732839822769,7199.465147018433
1658909952.696,161.0,0.45,7206.404975891113,7199.757029056549
1658917160.744,162.0,0.45,7207.702000617981,7200.203564167023
1658924370.89,163.0,0.46,7208.1188089847565,7199.944790840149
1658931577.934,164.0,0.46,7206.645453453064,7200.461411714554
1658932172.294,165.0,0.47,594.0068447589874,581.2087240219116
1659466468.948,166.0,0.49,7206.5726861953735,7200.411588668823
1659473675.715,167.0,0.49,7206.414514541626,7199.753899812698
1659488138.959,170.0,0.43,7206.401690006256,7200.164959669113
1659495345.606,171.0,0.43,7206.31270980835,7199.928311109543
1659502551.899,172.0,0.49,7205.851678609848,7199.7789986133575
1659509758.638,173.0,0.47,7206.34547162056,7200.186151266098
1659516964.923,174.0,0.48,7205.87051486969,7199.468887805939
1659524171.762,175.0,0.41,7206.466827392578,7199.958613157272
1659531377.87,176.0,0.43,7205.819412469864,7199.523436546326
1659538584.61,177.0,0.46,7206.315311670303,7200.055696487427
1659545791.944,178.0,0.48,7206.888702869415,7199.856257915497
1659552998.604,179.0,0.47,7206.309750556946,7199.910626173019
1659560204.868,180.0,0.47,7205.820757865906,7198.616458415985
1659567411.72,181.0,0.47,7206.422199726105,7199.84749007225
1659574617.904,182.0,0.41,7205.849449872971,7200.3070068359375
1659581824.66,183.0,0.43,7206.368030786514,7199.375869750977
1659589030.861,184.0,0.45,7205.81486582756,7199.425391435623
1659596237.595,185.0,0.46,7206.290289402008,7199.615691423416
1659603443.943,186.0,0.42,7205.88859629631,7199.909692525864
1659610650.645,187.0,0.46,7206.327131509781,7199.884011507034
1659617856.867,188.0,0.47,7205.8241057395935,7199.672308444977
1659625065.612,189.0,0.49,7208.296747684479,7200.005019187927
1659632272.953,190.0,0.48,7206.907121658325,7199.71024107933
1659639479.751,191.0,0.49,7206.463111162186,7200.058753728867
1659646685.768,192.0,0.48,7205.728151082993,7199.492609500885
1659653893.776,193.0,0.48,7207.486426830292,7199.610753297806
1659661100.756,194.0,0.48,7206.461314916611,7199.894058227539
1659668308.57,195.0,0.46,7207.271377801895,7199.9407613277435
1659675516.922,196.0,0.51,7207.87967300415,7200.156937360764
1659682723.727,197.0,0.5,7206.430206298828,7200.338908195496
1659689929.967,198.0,0.48,7205.915875196457,7199.678507566452
1659697136.629,199.0,0.5,7206.334729671478,7200.614659786224
1659704343.586,200.0,0.61,7206.544735431671,7200.325135946274
1659711549.919,201.0,0.51,7205.87010717392,7200.075801610947
1659718756.679,202.0,0.48,7206.386733055115,7199.910773992538
1659725962.896,203.0,0.48,7205.858298301697,7200.101777791977
1659733169.722,204.0,0.46,7206.426902294159,7198.748389482498
1659740375.995,205.0,0.48,7205.946686029434,7199.512151956558
1659747582.631,206.0,0.47,7206.342624664307,7200.84395813942
1659754789.963,207.0,0.45,7206.924297094345,7199.957825183868
1659761996.697,208.0,0.45,7206.399178266525,7199.85699057579
1659769203.572,209.0,0.55,7206.530516862869,7195.63804602623
1659776409.906,210.0,0.45,7205.86500787735,7199.80494093895
1659783616.895,211.0,0.44,7206.596029043198,7200.397838592529
1659790823.658,212.0,0.57,7206.36377453804,7200.192035675049
1659798031.745,213.0,0.45,7207.658976078033,7199.549537658691
1659805237.927,214.0,0.45,7205.882143974304,7198.972236633301
1659812444.682,215.0,0.45,7206.386963844299,7192.028586864471
1659819651.592,216.0,0.44,7206.548768758774,7196.638862609863
1659826857.968,217.0,0.47,7205.928153514862,7199.994119882584
1659834064.744,218.0,0.46,7206.449435710907,7200.67881321907
1659841271.659,219.0,0.45,7206.609718322754,7200.299832582474
1659848477.97,220.0,0.43,7205.927290201187,7199.795707941055
1659855681.916,221.0,0.59,7203.6208646297455,7199.602955579758
1659913456.631,229.0,0.47,7206.032827615738,7200.337352752686
1659920664.699,230.0,3.08,7207.623060941696,7200.413080215454
1659927871.683,231.0,0.41,7206.5883955955505,7199.7526688575745
1659935078.948,232.0,0.47,7206.89456820488,7200.220882892609
1659942286.8,233.0,0.45,7207.484986782074,7198.815477609634
1659949493.672,234.0,0.41,7206.353801488876,7198.632287979126
1659956699.9,235.0,0.43,7205.849447965622,7199.507041215897
1659957292.989,236.0,0.28,592.7011651992798,571.5497968196869
1659957593.321,237.0,0.19,300.16213822364807,290.3008031845093
1659957893.579,238.0,0.15,300.10335302352905,280.23895263671875
1659958314.235,239.0,0.22,300.1821377277374,289.02637672424316
1659958614.472,240.0,0.19,300.08152961730957,279.9997329711914
1659959035.111,241.0,0.2,300.17663526535034,288.8548288345337
1659959335.385,242.0,0.16,300.1288638114929,285.79071974754333
1660061049.276,287.0,0.54,7206.617651939392,7200.397068977356
1660068255.959,288.0,0.42,7206.339321613312,7199.301390171051
1660075463.308,289.0,0.4,7206.9413368701935,7199.883709669113
1660082670.073,290.0,0.5,7206.456894397736,7200.051114082336
1660089878.074,291.0,0.42,7207.4456667900085,7199.93433713913
1660097084.97,292.0,0.43,7206.59618473053,7200.312384128571
1660104292.343,293.0,0.52,7206.9579656124115,7199.263165473938
1660111499.311,294.0,0.48,7206.422699689865,7200.023744344711
1660118706.263,295.0,0.48,7206.643190383911,7200.7472767829895
1660125912.699,296.0,0.47,7206.075319290161,7199.330744743347
1660133119.507,297.0,0.47,7206.33785533905,7194.440258026123
1660140325.87,298.0,0.45,7205.959629058838,7199.991119384766
1660147532.819,299.0,0.66,7206.655601501465,7196.645614862442
1660154739.626,300.0,0.45,7206.4541556835175,7199.372581005096
1660161946.821,301.0,0.48,7206.91158914566,7199.956599473953
1660169154.681,302.0,0.46,7207.501598119736,7200.787408590317
1660176361.547,303.0,0.41,7206.385202884674,7200.146715402603
1660183567.86,304.0,0.53,7205.935971736908,7199.693598747253
1660190774.839,305.0,0.45,7206.669168710709,7200.042518854141
1660197981.826,306.0,0.46,7206.637569665909,7199.948120832443
1660205188.724,307.0,0.49,7206.558500051498,7199.540179729462
1660212395.702,308.0,0.5,7206.529449701309,7199.492901563644
1660219602.555,309.0,0.45,7206.390954494476,7199.8298988342285
1660226809.442,310.0,0.53,7206.481480360031,7199.461093425751
1660234016.426,311.0,0.56,7206.509085416794,7199.446501731873
1660241223.559,312.0,0.42,7206.633432388306,7199.643876314163
1660248430.543,313.0,0.46,7206.627333879471,7199.452713251114
1660255636.827,314.0,0.5,7205.909819126129,7200.049207687378
1660262843.627,315.0,0.47,7206.466294527054,7199.840674161911
1660270049.781,316.0,0.52,7205.859158039093,7200.006089925766
1660277256.703,317.0,0.57,7206.534890651703,7199.906405210495
1660284463.635,318.0,0.54,7206.469167947769,7200.240468263626
1660291669.415,319.0,0.53,7205.458698749542,7198.649289131165
1660298875.819,320.0,0.56,7205.895527839661,7199.979599714279
1660306082.656,321.0,0.52,7206.494379758835,7200.071947336197
1660307132.658,322.0,0.59,1049.748209476471,1043.4584016799927
1660308764.349,323.0,0.46,1631.4611082077026,1618.8961255550385
1660310479.737,324.0,0.14,1715.1945724487305,1699.999957561493
1660317686.541,325.0,0.63,7206.6308970451355,7199.772572755814
1660321071.987,326.0,0.61,3385.0710253715515,3374.2864022254944
1660323723.005,327.0,8.48,2650.8147950172424,2645.3391931056976
1660327105.951,328.0,0.14,3382.737295150757,3364.6483657360077
1660334312.393,329.0,0.61,7206.210522890091,7200.15084528923
1660341518.886,330.0,0.57,7205.934750795364,7199.580564498901
1660348725.794,331.0,0.58,7206.626748323441,7199.863316297531
1660355932.569,332.0,0.6,7206.413107872009,7200.096777200699
1660363138.464,333.0,0.62,7205.558784246445,7199.644666671753
1660370345.432,334.0,0.62,7206.498714208603,7200.075821399689
1660377552.877,335.0,0.6,7206.958259820938,7200.000986099243
1660384759.606,336.0,0.56,7206.436325311661,7200.3148012161255
1660391966.475,337.0,0.61,7206.550838708878,7200.7054760456085
1660399172.856,338.0,0.56,7205.920547246933,7200.073189020157
1660406379.843,339.0,0.63,7205.948535203934,7200.3072373867035
1660413586.571,340.0,0.57,7206.396173715591,7199.77041721344
1660420793.846,341.0,0.61,7206.937043905258,7200.110156774521
1660428000.639,342.0,0.62,7206.457482814789,7200.747225284576
1660435208.481,343.0,0.51,7207.5669021606445,7199.929753303528
1660442415.477,344.0,0.64,7206.54078745842,7199.452818632126
1660449622.487,345.0,0.58,7206.5743708610535,7198.461649179459
1660456828.875,346.0,0.67,7205.943836212158,7200.03661942482
1660464035.814,347.0,0.49,7206.6355657577515,7200.097809076309
1660471242.59,348.0,0.6,7206.418674707413,7200.0127465724945
1660478448.787,349.0,0.64,7205.865870475769,7199.7787845134735
1660485655.803,350.0,0.47,7206.645173788071,7200.1137108802795
1660492862.467,351.0,0.52,7206.305263757706,7200.0750851631165
1660500069.491,352.0,0.6,7206.576984405518,7200.3863825798035
1660507276.534,353.0,0.54,7206.622636079788,7199.9300174713135
1660514482.826,354.0,0.47,7205.912372112274,7200.092198133469
1660521689.504,355.0,0.56,7206.34192609787,7200.062332868576
1660528895.79,356.0,0.55,7205.881227731705,7200.089713335037
1660536102.61,357.0,0.58,7206.437017917633,7199.687324047089
1660543310.46,358.0,0.46,7207.54105424881,7200.592195987701
1660550517.219,359.0,0.48,7206.488970041275,7199.798388719559
1660557724.127,360.0,0.6,7206.391582489014,7199.58619594574
1660564930.372,361.0,0.54,7205.88654923439,7200.051849126816
1660572137.047,362.0,0.54,7206.310523033142,7200.213003396988
1660579343.384,363.0,0.51,7205.8991005420685,7200.048485279083
1660586550.041,364.0,0.56,7206.310681343079,7197.352096796036
1660593756.337,365.0,0.55,7205.861501455307,7200.0354199409485
1660600963.272,366.0,0.49,7206.534995794296,7200.121737718582
1660608170.43,367.0,0.52,7206.687918186188,7190.493021965027
1660615377.046,368.0,0.57,7206.261842012405,7199.955840587616
1660622585.17,369.0,0.52,7207.485531568527,7194.783514261246
1660629791.37,370.0,0.56,7205.877695083618,7198.924086093903
1660636997.99,371.0,0.54,7206.197838544846,7199.508153915405
1660644205.066,372.0,0.55,7206.579275608063,7200.134662151337
1660651411.792,373.0,0.55,7206.306262969971,7200.500004053116
1660658618.642,374.0,0.59,7206.464074850082,7200.674526453018
1660665824.844,375.0,0.61,7205.913951635361,7200.165165901184
1660673033.608,376.0,0.5,7208.424832344055,7200.005865573883
1660680240.894,377.0,0.63,7206.965296268463,7199.969573736191
1660687447.601,378.0,0.56,7206.422563552856,7200.005033254623
1660694654.59,379.0,0.56,7206.653098344803,7199.223197460175
1660701860.583,380.0,0.6,7205.649467229843,7199.633738517761
1660709067.913,381.0,0.55,7206.9686233997345,7199.174582004547
1660716275.799,382.0,0.59,7207.368031740189,7194.950653076172
1660723482.502,383.0,0.54,7206.319890022278,7199.759296417236
1660730689.642,384.0,0.6,7206.657079935074,7199.899574518204
1660737895.298,385.0,0.63,7205.363317251205,7199.431188344955
1660745102.126,386.0,0.57,7206.4193642139435,7200.041952371597
1660752308.304,387.0,0.62,7205.8496561050415,7199.9326803684235
1660759515.1,388.0,0.55,7206.382365226746,7199.94695854187
1660766723.173,389.0,0.59,7207.714112520218,7199.703169345856
1660773930.024,390.0,0.6,7206.568470239639,7198.120635271072
1660781137.175,391.0,0.48,7206.7158625125885,7200.057462453842
1660788343.323,392.0,0.54,7205.830762386322,7200.012943267822
1660795550.162,393.0,0.54,7206.428427457809,7200.021435260773
1660802756.358,394.0,0.54,7205.898624181747,7200.068265676498
1660809963.234,395.0,0.55,7206.527052402496,7199.922717094421
1660817170.229,396.0,0.46,7206.513990163803,7200.2530426979065
1660824377.292,397.0,0.56,7206.581568479538,7199.8737616539
1660831584.093,398.0,0.53,7206.385476589203,7200.464921712875
1660838790.353,399.0,0.52,7205.893388271332,7199.767940759659
1660845997.292,400.0,0.54,7206.573835134506,7200.0014317035675
1660853204.005,401.0,0.58,7206.305932760239,7196.156115531921
1660860410.378,402.0,0.63,7205.9148070812225,7199.944847822189
1660867617.14,403.0,0.57,7206.437289476395,7199.9879314899445
1660874824.138,404.0,0.58,7206.681605100632,7200.358697891235
1660882030.966,405.0,0.48,7206.507097482681,7199.739621162415
1660889237.263,406.0,0.55,7205.798453569412,7199.645070314407
1660896444.136,407.0,0.56,7206.427148580551,7199.914654970169
1660903651.409,408.0,0.56,7206.9384508132935,7199.970748901367
1660910858.154,409.0,0.56,7206.443030595779,7200.791583299637
1660918064.971,410.0,0.54,7206.503344774246,7197.61931347847
1660925271.352,411.0,0.61,7205.89241194725,7200.043460607529
1660932478.094,412.0,0.53,7206.380949258804,7200.009609937668
1660939684.306,413.0,0.57,7205.845477819443,7199.92215180397
1660946892.184,414.0,0.62,7207.441480398178,7199.967720270157
1660954099.405,415.0,0.52,7206.933326005936,7199.917867422104
1660961306.208,416.0,0.62,7206.486017942429,7195.764982223511
1660968513.241,417.0,0.52,7206.521637201309,7199.993515253067
1660975720.217,418.0,0.52,7205.903691530228,7200.306329250336
1660982927.234,419.0,0.5,7206.523254394531,7200.1175968647
1660990135.155,420.0,0.54,7207.435334920883,7194.420036792755
1660997341.294,421.0,0.52,7205.829993724823,7199.401477098465
1661004548.983,422.0,0.44,7207.272314071655,7200.360138893127
1661011755.34,423.0,0.51,7205.87720990181,7199.515450716019
1661018961.996,424.0,0.6,7206.2890157699585,7198.696055650711
1661033425.386,427.0,0.51,7205.881812095642,7199.973224878311
1661040633.422,428.0,0.48,7207.698645353317,7195.329372644424
1661047840.093,429.0,0.52,7206.381219863892,7199.299572467804
1661055046.971,430.0,0.55,7206.492407798767,7199.701497793198
1661062255.428,431.0,0.43,7207.912619352341,7199.985977888107
1661069463.376,432.0,0.41,7207.666800260544,7199.151266336441
1661076670.104,433.0,0.56,7206.390239238739,7192.948082208633
1661083876.361,434.0,0.58,7205.899927854538,7199.822993516922
1661091083.222,435.0,0.57,7206.510632753372,7200.0079028606415
1661098290.096,436.0,0.51,7206.383592844009,7199.5768938064575
1661105498.241,437.0,0.5,7207.745161056519,7199.922045469284
1661112702.108,438.0,0.5,7203.393478155136,7196.476961612701
1661119909.239,439.0,0.58,7206.630220413208,7199.9417107105255
1661127115.941,440.0,0.53,7206.371738910675,7199.734498262405
1661134322.252,441.0,0.49,7205.930591344833,7199.981856584549
1661141529.103,442.0,0.43,7206.532510757446,7200.142496347427
1661148736.881,443.0,0.53,7207.30889248848,7191.895449399948
1661155943.84,444.0,0.49,7206.512779712677,7200.003029584885
1661163150.163,445.0,0.51,7205.842984676361,7199.864798784256
1661170356.975,446.0,0.52,7206.400401592255,7199.70129776001
1661177564.112,447.0,0.52,7206.736062288284,7199.740351676941
1661184770.973,448.0,0.57,7206.404878616333,7199.841780424118
1661191977.863,449.0,0.51,7206.52712392807,7199.9434106349945
1661199185.222,450.0,0.5,7206.89880156517,7197.861047267914
1661206392.188,451.0,0.59,7206.618095874786,7199.887659788132
1661213598.921,452.0,0.59,7206.351951599121,7198.963616609573
1661220806.804,453.0,0.51,7207.481061697006,7199.958750963211
1661228013.967,454.0,0.46,7206.644750118256,7200.453793764114
1661235220.237,455.0,0.57,7205.913333415985,7191.633507013321
1661242427.002,456.0,0.54,7206.427818059921,7199.652377605438
1661249635.264,457.0,0.43,7207.886962890625,7199.957639694214
1661256842.029,458.0,0.53,7206.44501376152,7200.051788568497
1661264048.233,459.0,0.51,7205.914480686188,7200.14960360527
1661271254.96,460.0,0.63,7206.388027191162,7199.981078386307
1661278461.219,461.0,0.57,7205.900914669037,7199.9819457530975
1661285667.938,462.0,0.58,7206.362745285034,7199.916325569153
1661292874.264,463.0,0.59,7205.938129901886,7199.992728471756
1661300081.038,464.0,0.52,7206.460009813309,7200.138443470001
1661307287.803,465.0,0.5,7206.229006290436,7199.875483036041
1661314493.946,466.0,0.52,7205.873876571655,7199.982205152512
1661321700.921,467.0,0.55,7206.603197097778,7199.565406084061
1661328907.866,468.0,0.59,7206.537785768509,7195.207445144653
1661336114.674,469.0,0.52,7206.348742246628,7199.790395498276
1661343321.673,470.0,0.5,7206.521350860596,7200.782900094986
1661350529.085,471.0,0.48,7206.890028476715,7193.940947771072
1661357735.771,472.0,0.49,7206.382757425308,7199.941759824753
1661364942.67,473.0,0.57,7206.534421682358,7199.8523209095
1661372150.066,474.0,0.52,7206.920937776566,7200.989892244339
1661379356.872,475.0,0.49,7206.481215000153,7199.818862199783
1661386563.795,476.0,0.53,7206.406976699829,7199.459519147873
1661393770.083,477.0,0.49,7205.946589231491,7199.348069190979
1661400976.814,478.0,0.53,7206.425492048264,7199.823719739914
1661408183.082,479.0,0.56,7205.949809551239,7199.726842880249
1661415389.974,480.0,0.42,7206.584547281265,7198.79989528656
1661422597.736,481.0,0.48,7207.348203897476,7199.6635003089905
1661429804.726,482.0,0.52,7206.584082603455,7199.84184885025
1661437012.771,483.0,0.63,7207.61177110672,7198.7535881996155
1661444219.862,484.0,0.44,7206.719512224197,7200.255606412888
1661451426.771,485.0,0.47,7206.634552955627,7199.889045476913
1661458633.714,486.0,0.51,7206.547666549683,7198.218479156494
1661465840.022,487.0,0.46,7205.886968135834,7200.040399312973
1661473049.834,488.0,0.53,7207.690838336945,7200.277062654495
1661480256.71,489.0,0.51,7206.564990282059,7200.624833345413
1661487463.681,490.0,0.49,7206.540269374847,7199.0451855659485
1661494669.975,491.0,0.5,7205.831943035126,7200.002164840698
1661501877.027,492.0,0.55,7206.634885787964,7200.892792463303
1661503030.666,493.0,0.57,1153.2759191989899,1146.4459731578827
1661510236.934,494.0,0.56,7206.042670965195,7200.361172437668
1661517443.995,495.0,0.58,7206.543838739395,7200.045968055725
1661524651.061,496.0,0.56,7206.650384426117,7199.943858385086
1661531857.981,497.0,0.6,7206.578574180603,7200.15446972847
1661539065.03,498.0,0.62,7206.592054605484,7199.360396146774
1661546271.961,499.0,0.53,7206.551737070084,7200.406686544418
1661553479.723,500.0,0.51,7207.290455341339,7199.721873760223
1661560686.709,501.0,0.42,7206.567362546921,7199.886481046677
