time [unix s],run ids [],trigger rate [Hz],run duration [s],data duration [s]
1657781935.378,179.0,0.37,7203.518448352814,7199.7110683918
1657789142.59,180.0,0.57,7206.722998380661,7199.9445271492
1657796350.581,181.0,0.49,7207.420285701752,7200.015298366547
1657803558.411,182.0,0.6,7207.19887304306,7200.04497718811
1657808984.031,183.0,0.49,5425.146803379059,5418.501367330551
1657816190.715,184.0,0.42,7206.4582624435425,7200.571236848831
1657823398.67,185.0,0.53,7207.551780700684,7197.332459688187
1657830605.48,186.0,0.48,7206.332437992096,7199.838272571564
1657837812.494,187.0,0.46,7206.626009464264,7199.696692228317
1657845019.576,188.0,0.46,7206.7315509319305,7200.83206152916
1657852226.661,189.0,0.46,7206.532098054886,7199.451386451721
1657859434.575,190.0,0.46,7207.43646812439,7199.78502202034
1657866641.382,191.0,0.44,7206.3141310215,7200.070178985596
1657873848.472,192.0,0.48,7206.603073835373,7200.115837574005
1657879440.087,193.0,0.44,5591.233501672745,5579.853100776672
1657929311.174,194.0,0.45,7206.718343734741,7200.0634179115295
1657936517.923,195.0,0.42,7206.21559214592,7199.34077835083
1657943725.13,196.0,0.47,7206.674315214157,7199.3275265693665
1657950932.039,197.0,0.43,7206.642953157425,7200.512147665024
1657958140.029,198.0,0.42,7207.568318128586,7199.803031921387
1657965347.142,199.0,0.43,7206.661556005478,7199.793121337891
1657972556.301,200.0,0.46,7208.591262102127,7199.947813510895
1657979765.055,201.0,0.54,7208.335063695908,7199.954902172089
1657986972.079,202.0,0.46,7206.67110657692,7199.97859954834
1657994179.979,203.0,0.76,7207.553508043289,7199.637536048889
1658001387.925,204.0,0.51,7207.406595945358,7198.390966415405
1658008596.073,205.0,0.43,7207.620824098587,7200.034143924713
1658015803.97,206.0,0.43,7207.4924302101135,7200.007383823395
1658023011.27,207.0,0.42,7206.868862867355,7199.9037296772
1658030217.865,208.0,0.43,7206.115931987762,7200.374194860458
1658037426.117,209.0,0.43,7207.822536945343,7199.790068626404
1658044632.961,210.0,0.48,7206.57052063942,7200.845945119858
1658051840.292,211.0,0.47,7206.840993404388,7199.992182016373
1658059046.972,212.0,0.51,7206.225065946579,7199.653036832809
1658066254.052,213.0,0.53,7206.596458673477,7199.402293920517
1658073461.143,214.0,0.49,7206.664841175079,7200.425776481628
1658080667.906,215.0,0.5,7206.180959939957,7199.948149681091
1658087875.28,216.0,0.39,7206.818668603897,7195.049069643021
1658095082.007,217.0,0.46,7206.321325302124,7199.166593551636
1658102289.149,218.0,0.45,7206.721927642822,7199.890062093735
1658109495.848,219.0,0.47,7206.133761167526,7199.829249382019
1658116702.853,220.0,0.46,7206.631819963455,7197.308632612228
1658123910.167,221.0,0.42,7207.006777524948,7200.1073677539825
1658131117.316,222.0,0.38,7206.612109899521,7199.936622619629
1658138323.835,223.0,0.47,7206.155979394913,7199.711369752884
1658145529.942,224.0,0.76,7205.7311398983,7199.940713167191
1658152737.144,225.0,0.48,7206.6553835868835,7200.26579618454
1658159943.965,226.0,0.5,7206.264151573181,7199.505210876465
1658167151.198,227.0,0.45,7206.722887516022,7200.084989309311
1658174359.945,228.0,0.46,7208.177136659622,7196.337769985199
1658181567.095,229.0,0.46,7206.608926057816,7199.8342208862305
1658188774.074,230.0,0.47,7206.635621547699,7199.969636440277
1658195980.955,231.0,0.44,7206.505234003067,7199.935751199722
1658203188.105,232.0,0.45,7206.65398979187,7199.893534660339
1658210395.124,233.0,0.47,7206.673060417175,7199.983603239059
1658217602.05,234.0,0.52,7206.653510093689,7200.0511519908905
1658217682.791,235.0,0.57,80.33841180801392,71.89577388763428
1658224212.865,236.0,0.51,6529.79265332222,6521.771280765533
1658231418.988,237.0,0.51,7205.869829177856,7199.275628089905
1658238625.902,238.0,0.6,7206.485232591629,7199.985573768616
1658245833.175,239.0,0.54,7206.65512752533,7195.662722587585
1658253040.298,240.0,0.5,7206.587854862213,7200.648179769516
1658260246.992,241.0,0.44,7206.3222670555115,7199.992961883545
1658267454.241,242.0,0.54,7206.784102201462,7200.4737684726715
1658274662.971,243.0,0.4,7208.343634605408,7199.601856708527
1658281870.148,244.0,0.39,7206.7230541706085,7199.574144124985
1658289076.873,245.0,0.37,7206.197569847107,7199.3694887161255
1658296284.087,246.0,0.39,7206.9409346580505,7199.952892303467
1658303491.095,247.0,0.37,7206.641499519348,7199.676346540451
1658310698.151,248.0,0.39,7206.716616153717,7198.813580274582
1658317904.879,249.0,0.45,7206.173253536224,7199.642319917679
1658325113.322,250.0,0.46,7206.628116846085,7199.606952428818
1658332319.837,251.0,0.5,7206.160078763962,7199.535543680191
1658339527.047,252.0,0.45,7206.831552028656,7200.106584310532
1658346735.288,253.0,0.45,7207.799134254456,7199.904666185379
1658353941.849,254.0,0.63,7206.117882490158,7194.447900772095
1658361149.131,255.0,0.59,7206.936063528061,7200.307231426239
1658368355.843,256.0,0.46,7206.1048312187195,7195.323599100113
1658375562.918,257.0,0.48,7206.620956420898,7199.893163919449
1658382770.111,258.0,0.48,7206.676156759262,7199.916492462158
1658389977.329,259.0,0.47,7206.871786594391,7199.185985088348
1658397183.874,260.0,0.45,7206.165927648544,7198.665487766266
1658404391.21,261.0,0.48,7206.719825267792,7199.184069395065
1658411600.137,262.0,0.51,7208.348876714706,7195.794113874435
1658418806.974,263.0,0.47,7206.236802101135,7199.942108631134
1658421315.397,264.0,0.52,2507.983242750168,2499.6145493984222
1658428521.903,265.0,0.5,7206.236634016037,7200.359263181686
1658435729.133,266.0,0.46,7206.685531139374,7199.882895946503
1658442936.942,267.0,0.43,7207.225232839584,7200.151250362396
1658450144.02,268.0,0.44,7206.595239877701,7199.570219039917
1658457350.897,269.0,0.43,7206.466921806335,7198.9787657260895
1658464558.069,270.0,0.42,7206.613697528839,7199.387410879135
1658471764.993,271.0,0.44,7206.553627490997,7199.8461830616
1658473923.434,272.0,0.42,2158.0302045345306,2150.0949816703796
1658481130.26,273.0,0.45,7206.642011642456,7199.884413957596
1658488337.071,274.0,0.43,7206.392388343811,7199.930600166321
1658490043.714,275.0,0.56,1706.240031003952,1700.3161315917969
1658497250.753,276.0,0.56,7206.7311425209045,7200.639353513718
1658504457.84,277.0,0.52,7206.542035341263,7200.921949625015
1658511664.567,278.0,0.45,7206.266834259033,7199.725158452988
1658518871.733,279.0,0.47,7206.623867511749,7200.280863285065
1658526078.752,280.0,0.44,7206.460354804993,7199.662028551102
1658533285.83,281.0,0.45,7206.469797372818,7199.18009853363
1658540492.715,282.0,0.42,7206.392311811447,7200.037616252899
1658547699.741,283.0,0.41,7206.755436182022,7199.89488363266
1658554906.652,284.0,0.42,7206.358994960785,7199.03111577034
1658562113.729,285.0,0.41,7206.67359828949,7200.474361896515
1658569320.46,286.0,0.39,7206.131304502487,7199.510617733002
1658576526.462,287.0,0.43,7205.686719417572,7199.922984361649
1658583732.87,288.0,0.45,7206.13763999939,7199.786961078644
1658590939.451,289.0,0.42,7206.168682813644,7195.503751277924
1658598145.48,290.0,0.41,7205.745200395584,7199.965716838837
1658605353.473,291.0,0.43,7207.659535884857,7199.628483772278
1658612560.886,292.0,0.42,7206.822332143784,7199.810808181763
1658619769.714,293.0,0.4,7208.447195291519,7200.303193569183
1658626976.775,294.0,0.4,7206.543235301971,7199.740993738174
1658634183.707,295.0,0.4,7206.480442523956,7199.566851377487
1658641391.808,296.0,0.42,7207.544255256653,7199.941630601883
1658648598.545,297.0,0.46,7206.31557393074,7195.417356491089
1658655805.678,298.0,0.5,7206.684538841248,7198.708042144775
1658662344.592,299.0,0.51,6538.605020523071,6532.8802053928375
1658738255.943,300.0,0.46,7206.310644388199,7198.1881675720215
1658745463.039,301.0,0.53,7206.693019628525,7188.461730480194
1658747155.404,302.0,0.61,1692.0902497768402,1681.8551633358002
1658770407.771,303.0,0.54,7206.144491195679,7193.807331800461
1658777616.084,304.0,0.44,7208.018354654312,7198.167653083801
1658778283.156,305.0,0.43,666.5823731422424,658.1664481163025
1658826362.892,306.0,0.43,7206.12361907959,7197.790231227875
1658833570.034,307.0,0.5,7206.701050281525,7200.225620031357
1658840777.097,308.0,0.49,7206.7556710243225,7199.689990758896
1658847984.087,309.0,0.5,7206.521824836731,7197.332098007202
1658855193.099,310.0,0.55,7208.523466348648,7198.566003084183
1658862400.05,311.0,0.5,7206.448987483978,7197.811833620071
1658869608.086,312.0,0.46,7207.718056917191,7200.893480539322
1658876815.092,313.0,0.46,7206.52304816246,7196.9989330768585
1658884021.685,314.0,0.5,7206.115265846252,7200.356138944626
1658891229.98,315.0,0.45,7207.874842166901,7197.903999567032
1658898436.966,316.0,0.48,7206.644223213196,7199.800152301788
1658905643.803,317.0,0.51,7206.490801811218,7200.4772481918335
1658912851.009,318.0,0.49,7206.9459364414215,7198.736833810806
1658920057.84,319.0,0.46,7206.516157388687,7198.496638536453
1658927264.826,320.0,0.52,7206.510775089264,7193.99880361557
1658931803.26,321.0,0.49,4537.9463539123535,4530.6565799713135
1659792269.792,344.0,0.46,7206.7074201107025,7199.999778270721
1659799477.048,345.0,0.52,7206.990649938583,7200.107302188873
1659806683.922,346.0,0.45,7206.5997014045715,7200.454153776169
1659813892.627,347.0,0.45,7208.307002782822,7199.590268135071
1659821099.913,348.0,0.43,7206.841698408127,7199.635107755661
1659828306.983,349.0,0.44,7206.650333404541,7198.957325935364
1659835513.712,350.0,0.44,7206.389765262604,7199.690739393234
1659842720.716,351.0,0.46,7206.645374774933,7200.71387386322
1659849929.055,352.0,0.46,7206.098280668259,7200.072627544403
1659857136.851,353.0,0.48,7207.269716262817,7200.142200946808
1659864344.024,354.0,0.45,7206.671946287155,7200.0777814388275
1659871550.845,355.0,0.54,7206.524331331253,7200.0726845264435
1659878757.881,356.0,0.56,7206.5594391822815,7200.068890810013
1659885964.81,357.0,0.63,7206.463637828827,7200.213881731033
1659893171.816,358.0,0.51,7206.495191574097,7199.939865112305
1659900378.627,359.0,0.52,7206.302828788757,7200.022625923157
1659907585.648,360.0,0.52,7206.568068027496,7200.291550159454
1659914792.769,361.0,2.19,7206.696168661118,7201.038672447205
1659921999.906,362.0,1.44,7206.819521665573,7200.237630367279
1659929207.056,363.0,0.52,7206.7232756614685,7200.2298412323
1659936414.001,364.0,0.57,7206.669779062271,7200.360675811768
1659943620.978,365.0,0.57,7206.647627830505,7200.347638130188
1659950827.854,366.0,0.51,7206.528918027878,7199.9400243759155
1659958034.91,367.0,0.68,7206.582249164581,7200.060622930527
1659965244.036,368.0,0.74,7208.711637973785,7200.36132478714
1659972451.046,369.0,1.0,7206.7300136089325,7200.420664310455
1659979657.939,370.0,0.9,7206.614765882492,7200.845211982727
1659986864.711,371.0,0.67,7206.3929562568665,7200.163113832474
1659994072.117,372.0,0.37,7207.052449703217,7199.531365156174
1660001288.971,373.0,0.48,7216.403690576553,7198.505665063858
1660008497.002,374.0,1.16,7207.684527158737,7201.019016504288
1660112963.434,387.0,0.48,7206.049170732498,7199.490717887878
1660120170.288,388.0,0.51,7206.457740783691,7197.968554496765
1660127376.538,389.0,0.54,7205.95902633667,7199.8577625751495
1660134583.381,390.0,0.54,7206.551597833633,7198.088557481766
1660141790.27,391.0,0.52,7206.442181825638,7199.280085325241
1660148997.204,392.0,0.6,7206.618041276932,7197.9082725048065
1660156203.532,393.0,0.43,7205.952180147171,7197.99139046669
1660163410.402,394.0,0.42,7206.5483231544495,7197.351930618286
1660170617.506,395.0,0.43,7206.6649441719055,7200.31987118721
1660177826.602,396.0,0.4,7207.255314826965,7199.06484413147
1660185033.546,397.0,0.44,7206.454316854477,7200.48641371727
1660192240.352,398.0,0.49,7206.501841783524,7199.610218048096
1660199447.283,399.0,0.64,7206.432899236679,7200.298140287399
1660206654.359,400.0,0.8,7206.718141317368,7201.0660943984985
1660213860.686,401.0,0.74,7206.019440412521,7199.955363512039
1660218783.933,402.0,1.16,4922.743319988251,4909.771572351456
1660219084.229,403.0,0.21,300.12645149230957,281.2952468395233
1660219384.566,404.0,0.72,300.15659189224243,289.04133892059326
1660219805.193,405.0,6.84,300.2234482765198,294.3081862926483
1660220105.439,406.0,0.73,300.0760552883148,290.0208511352539
1660220538.838,407.0,19.48,312.9548616409302,294.9797351360321
1660220839.155,408.0,0.57,300.12994599342346,291.83867716789246
1660221274.402,409.0,18.72,314.84561920166016,296.142475605011
1660221574.719,410.0,0.44,300.13850951194763,294.3820593357086
1660221789.757,411.0,19.77,94.63543844223022,74.5625479221344
1660224169.659,412.0,20.3,312.65413546562195,296.1927983760834
1660224469.977,413.0,0.64,300.12763381004333,293.35037183761597
1660224901.335,414.0,21.05,310.98261189460754,295.04566979408264
1660225201.653,415.0,17.35,300.12063694000244,291.0459084510803
1660225378.032,416.0,25.71,55.90962338447571,40.104355812072754
1660252142.753,421.0,0.69,7206.78909778595,7198.465714454651
1660259349.69,422.0,0.48,7206.522948980331,7197.78616476059
1660266556.624,423.0,0.52,7206.461618423462,7197.976374864578
1660273763.517,424.0,0.58,7206.598574876785,7198.181877374649
1660280970.496,425.0,1.03,7206.583123445511,7200.825468301773
1660288178.28,426.0,1.16,7207.356946229935,7200.352399349213
1660295385.304,427.0,0.73,7206.641216754913,7198.4343502521515
1660302592.727,428.0,0.67,7207.063325166702,7201.294919967651
1660307085.613,429.0,0.65,4492.410925388336,4484.191994905472
1660308745.687,430.0,1.07,1659.8509740829468,1652.0973670482635
1660310209.322,431.0,1.12,1463.4650008678436,1442.8343605995178
1660317415.717,432.0,0.76,7206.203802347183,7199.972817659378
1660321127.175,433.0,0.65,3711.006996154785,3704.1077568531036
1660323768.206,434.0,1.15,2640.855855703354,2623.6514842510223
1660326924.406,435.0,1.11,3156.01557636261,3150.650006055832
1660334131.618,436.0,0.68,7207.042325019836,7198.12696480751
1660341338.449,437.0,0.71,7206.539583206177,7199.617544412613
1660348546.49,438.0,0.62,7207.58101606369,7197.8524560928345
1660355755.748,439.0,0.59,7208.833984613419,7198.138886213303
1660362962.675,440.0,0.74,7206.507480144501,7200.548444509506
1660370169.396,441.0,1.03,7206.230745077133,7200.52898812294
1660377376.342,442.0,0.95,7206.674515008926,7200.759722471237
1660384583.458,443.0,0.92,7206.780804872513,7198.3992965221405
1660391790.493,444.0,0.86,7206.570829153061,7193.233029842377
1660398997.532,445.0,0.8,7206.584785461426,7197.786479473114
1660406204.551,446.0,0.92,7206.636347055435,7197.913233041763
1660412723.672,447.0,0.84,6518.754156589508,6513.273346424103
1660429990.417,448.0,0.83,7206.639635801315,7200.741637229919
1660437197.532,449.0,0.86,7206.611918449402,7199.392486810684
1660444404.484,450.0,0.72,7206.552971601486,7198.0873510837555
1660451611.37,451.0,0.45,7206.454408407211,7197.791288852692
1660458818.694,452.0,0.69,7207.024459838867,7197.868966817856
1660466025.755,453.0,0.56,7206.58810210228,7197.682768106461
1660473232.657,454.0,0.57,7206.488812446594,7197.333516836166
1660480439.654,455.0,0.46,7206.4804356098175,7197.441740989685
1660487646.438,456.0,0.42,7206.517179012299,7197.634959220886
1660494853.454,457.0,0.65,7206.545713186264,7196.556706190109
1660502060.461,458.0,0.57,7206.540827512741,7198.55187869072
1660509267.478,459.0,0.49,7206.5490663051605,7197.895792961121
1660516474.425,460.0,0.38,7206.475117444992,7200.58694767952
1660523681.684,461.0,0.45,7206.768586874008,7200.6187953948975
1660530888.703,462.0,0.44,7206.538429260254,7199.226212501526
1660538095.743,463.0,0.36,7206.5598175525665,7197.602880716324
1660545300.94,464.0,0.38,7204.782187223434,7197.750381231308
1660552508.284,465.0,0.36,7207.064059495926,7199.364673614502
1660559715.198,466.0,0.44,7206.47517323494,7199.053185462952
1660566922.072,467.0,0.61,7206.588130235672,7199.779086828232
1660574129.312,468.0,0.5,7206.841392993927,7198.69228553772
1660581337.897,469.0,0.45,7208.176459789276,7200.583893299103
1660588545.867,470.0,0.53,7207.645889520645,7200.7372789382935
1660595753.602,471.0,0.38,7207.375810146332,7199.032866716385
1660602960.281,472.0,0.38,7206.390125751495,7197.511463165283
1660610166.604,473.0,0.35,7205.962622880936,7197.861253499985
1660617374.576,474.0,0.38,7207.682161808014,7200.371930360794
1660624584.48,475.0,0.38,7209.57563662529,7199.326885700226
1660631791.558,476.0,0.38,7206.67173409462,7200.698597669601
1660638999.687,477.0,0.36,7207.790114164352,7200.500969648361
1660646206.558,478.0,0.53,7206.419446229935,7200.0673828125
1660653414.57,479.0,0.6,7207.668538570404,7199.167872428894
1660660621.653,480.0,0.86,7206.765025615692,7200.51907992363
1660667829.325,481.0,0.74,7207.177805662155,7198.453577280045
1660675037.577,482.0,0.58,7207.930764913559,7200.859224796295
1660682244.346,483.0,0.44,7206.4598886966705,7199.841855049133
1660689453.532,484.0,0.56,7208.895634889603,7200.793721437454
1660696660.399,485.0,0.65,7206.510091543198,7200.3347363471985
1660703867.376,486.0,0.53,7206.479298591614,7200.149472236633
1660711074.393,487.0,0.37,7206.500497817993,7199.697015047073
1660718281.309,488.0,0.37,7206.416310787201,7191.248703956604
1660725487.59,489.0,0.37,7205.949006557465,7194.981315374374
1660732694.456,490.0,0.45,7206.559747695923,7200.3872056007385
1660739904.354,491.0,0.45,7209.459017276764,7192.49151301384
1660747110.672,492.0,0.52,7206.037456274033,7198.104794740677
1660754317.584,493.0,0.49,7206.444104671478,7198.287201166153
1660761526.609,494.0,0.42,7208.705169677734,7191.983273744583
1660768733.311,495.0,0.44,7206.423931598663,7194.013496637344
1660775939.544,496.0,0.44,7205.906766414642,7199.8757112026215
1660783145.927,497.0,0.42,7206.038679361343,7199.802441835403
1660790353.169,498.0,0.41,7206.957088947296,7200.808619976044
1660797561.033,499.0,0.53,7207.434642076492,7200.327221155167
1660804767.964,500.0,0.53,7206.507182836533,7200.640969276428
1660811974.921,501.0,0.43,7206.464076280594,7199.843413114548
